CIDADE_INI,CIDADE_FIM,N_AUTOS,EMPRESA,DESCRICAO,CARACTERISTICA
MATÃO,SÃO PAULO,8478E,VIAÇÃO DANUBIO AZUL LTDA,BARRETOS - SÃO PAULO (T.TIÊTE),Rodoviário Executivo
MATÃO,SÃO PAULO,5846A,VIAÇÃO PIRACICABANA S/A,SÃO PAULO (T.TIÊTE) - NOVO HORIZONTE,Rodoviária Convencional
MATÃO,SÃO PAULO,5846E,VIAÇÃO PIRACICABANA S/A,SAO BERNARDO DO CAMPO - NOVO HORIZONTE,Rodoviário Executivo
MATÃO,SÃO PAULO,5848A,VIAÇÃO PIRACICABANA S/A,ARARAQUARA - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
MATÃO,SÃO PAULO,5848E,VIAÇÃO PIRACICABANA S/A,MONTE ALTO - SÃO PAULO (T.TIÊTE),Rodoviário Executivo
MATÃO,SEVERÍNIA,4246A,VIAÇÃO DANUBIO AZUL LTDA,OLIMPIA - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
MATÃO,SEVERÍNIA,4246E,VIAÇÃO DANUBIO AZUL LTDA,OLIMPIA - SÃO PAULO (T.TIÊTE),Rodoviário Executivo
MATÃO,TAQUARITINGA,8695A,VIAÇÃO PARATY LTDA,MATAO - TAQUARITINGA,Semiurbana
MATÃO,TAQUARITINGA,5846A,VIAÇÃO PIRACICABANA S/A,SÃO PAULO (T.TIÊTE) - NOVO HORIZONTE,Rodoviária Convencional
MATÃO,TAQUARITINGA,5846E,VIAÇÃO PIRACICABANA S/A,SAO BERNARDO DO CAMPO - NOVO HORIZONTE,Rodoviário Executivo
MATÃO,TAQUARITINGA,5848A,VIAÇÃO PIRACICABANA S/A,ARARAQUARA - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
MATÃO,TAQUARITINGA,5848E,VIAÇÃO PIRACICABANA S/A,MONTE ALTO - SÃO PAULO (T.TIÊTE),Rodoviário Executivo
MATÃO,TAQUARITINGA,5918A,VIAÇÃO PIRACICABANA S/A,ARARAQUARA - SAO JOSE DO RIO PRETO,Rodoviária Convencional
MAUÁ,MOGI DAS CRUZES,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
MAUÁ,RIBEIRÃO PIRES,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
MAUÁ,SANTO ANDRÉ,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
MAUÁ,SANTOS,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
MAUÁ,SÃO BERNARDO DO CAMPO,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
MAUÁ,SÃO JOSÉ DOS CAMPOS,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
MAUÁ,SUZANO,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
MAUÁ,TAUBATÉ,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
MENDONÇA,NOVA ALIANÇA,9037A,PEVÊ-TUR TRANSPORTES E TURISMO LTDA,ADOLFO - SAO JOSE DO RIO PRETO,Semiurbana
MENDONÇA,NOVA ALIANÇA,9038A,PEVÊ-TUR TRANSPORTES E TURISMO LTDA,ADOLFO - SAO JOSE DO RIO PRETO,Semiurbana
MENDONÇA,SÃO JOSÉ DO RIO PRETO,9037A,PEVÊ-TUR TRANSPORTES E TURISMO LTDA,ADOLFO - SAO JOSE DO RIO PRETO,Semiurbana
MENDONÇA,SÃO JOSÉ DO RIO PRETO,9038A,PEVÊ-TUR TRANSPORTES E TURISMO LTDA,ADOLFO - SAO JOSE DO RIO PRETO,Semiurbana
MERIDIANO,MIRASSOL,3931A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - SANTA FE DO SUL,Rodoviária Convencional
MERIDIANO,MIRASSOL,8127A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - JALES,Rodoviária Convencional
MERIDIANO,SANTA FÉ DO SUL,3931A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - SANTA FE DO SUL,Rodoviária Convencional
MERIDIANO,SANTA SALETE,3931A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - SANTA FE DO SUL,Rodoviária Convencional
MERIDIANO,SANTANA DA PONTE PENSA,3931A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - SANTA FE DO SUL,Rodoviária Convencional
MERIDIANO,SÃO JOSÉ DO RIO PRETO,3931A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - SANTA FE DO SUL,Rodoviária Convencional
MERIDIANO,SÃO JOSÉ DO RIO PRETO,8127A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - JALES,Rodoviária Convencional
MERIDIANO,TANABI,3931A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - SANTA FE DO SUL,Rodoviária Convencional
MERIDIANO,TANABI,8127A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - JALES,Rodoviária Convencional
MERIDIANO,TRÊS FRONTEIRAS,3931A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - SANTA FE DO SUL,Rodoviária Convencional
MERIDIANO,URÂNIA,3931A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - SANTA FE DO SUL,Rodoviária Convencional
MERIDIANO,VALENTIM GENTIL,3931A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - SANTA FE DO SUL,Rodoviária Convencional
MERIDIANO,VALENTIM GENTIL,8127A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - JALES,Rodoviária Convencional
MERIDIANO,VOTUPORANGA,3931A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - SANTA FE DO SUL,Rodoviária Convencional
MERIDIANO,VOTUPORANGA,8127A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - JALES,Rodoviária Convencional
MINEIROS DO TIETÊ,SÃO PAULO,6433A,VIAÇÃO PIRACICABANA S/A,BAURU - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
MINEIROS DO TIETÊ,TORRINHA,6433A,VIAÇÃO PIRACICABANA S/A,BAURU - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
MIRA ESTRELA,MIRASSOL,4889B,EXPRESSO ITAMARATI S/A,SAO PAULO - SANTA FE DO SUL,Rodoviária Convencional
MIRA ESTRELA,OUROESTE,4889B,EXPRESSO ITAMARATI S/A,SAO PAULO - SANTA FE DO SUL,Rodoviária Convencional
MIRA ESTRELA,PARANAPUÃ,4889B,EXPRESSO ITAMARATI S/A,SAO PAULO - SANTA FE DO SUL,Rodoviária Convencional
MIRA ESTRELA,SANTA ALBERTINA,4889B,EXPRESSO ITAMARATI S/A,SAO PAULO - SANTA FE DO SUL,Rodoviária Convencional
MIRA ESTRELA,SANTA FÉ DO SUL,4889B,EXPRESSO ITAMARATI S/A,SAO PAULO - SANTA FE DO SUL,Rodoviária Convencional
MIRA ESTRELA,SANTA RITA D'OESTE,4889B,EXPRESSO ITAMARATI S/A,SAO PAULO - SANTA FE DO SUL,Rodoviária Convencional
MIRA ESTRELA,SÃO JOSÉ DO RIO PRETO,4889B,EXPRESSO ITAMARATI S/A,SAO PAULO - SANTA FE DO SUL,Rodoviária Convencional
MIRA ESTRELA,SÃO PAULO,4889B,EXPRESSO ITAMARATI S/A,SAO PAULO - SANTA FE DO SUL,Rodoviária Convencional
MIRA ESTRELA,TANABI,4889B,EXPRESSO ITAMARATI S/A,SAO PAULO - SANTA FE DO SUL,Rodoviária Convencional
MIRA ESTRELA,TURMALINA,4889B,EXPRESSO ITAMARATI S/A,SAO PAULO - SANTA FE DO SUL,Rodoviária Convencional
MIRA ESTRELA,VOTUPORANGA,4889B,EXPRESSO ITAMARATI S/A,SAO PAULO - SANTA FE DO SUL,Rodoviária Convencional
MIRA ESTRELA,VOTUPORANGA,8806A,TRANSRAPIDO SÃO FRANCISCO LTDA,VOTUPORANGA - INDIAPORA,Rodoviária Convencional
MIRACATU,MONGAGUÁ,5614A,VALLESUL TRANSPORTES E TURISMO LTDA,ILHA COMPRIDA - SANTOS,Rodoviária Litorânea
MIRACATU,MONGAGUÁ,7230A,VALLESUL TRANSPORTES E TURISMO LTDA,REGISTRO - SANTOS,Rodoviária Litorânea
MIRACATU,PARIQUERA-AÇU,5389A,VALLESUL TRANSPORTES E TURISMO LTDA,PERUIBE - ELDORADO,Rodoviária Litorânea
MIRACATU,PARIQUERA-AÇU,6419A,VALLESUL TRANSPORTES E TURISMO LTDA,SÃO PAULO(BARRA FUNDA) - CANANEIA,Rodoviária Litorânea
MIRACATU,PARIQUERA-AÇU,8164A,VALLESUL TRANSPORTES E TURISMO LTDA,SÃO PAULO(BARRA FUNDA) - CAJATI,Rodoviária Convencional
MIRACATU,PEDRO DE TOLEDO,5389A,VALLESUL TRANSPORTES E TURISMO LTDA,PERUIBE - ELDORADO,Rodoviária Litorânea
MIRACATU,PEDRO DE TOLEDO,5614A,VALLESUL TRANSPORTES E TURISMO LTDA,ILHA COMPRIDA - SANTOS,Rodoviária Litorânea
MIRACATU,PEDRO DE TOLEDO,7230A,VALLESUL TRANSPORTES E TURISMO LTDA,REGISTRO - SANTOS,Rodoviária Litorânea
MIRACATU,PERUÍBE,5389A,VALLESUL TRANSPORTES E TURISMO LTDA,PERUIBE - ELDORADO,Rodoviária Litorânea
MIRACATU,PERUÍBE,5614A,VALLESUL TRANSPORTES E TURISMO LTDA,ILHA COMPRIDA - SANTOS,Rodoviária Litorânea
MIRACATU,PERUÍBE,7230A,VALLESUL TRANSPORTES E TURISMO LTDA,REGISTRO - SANTOS,Rodoviária Litorânea
MIRACATU,PRAIA GRANDE,5614A,VALLESUL TRANSPORTES E TURISMO LTDA,ILHA COMPRIDA - SANTOS,Rodoviária Litorânea
MIRACATU,PRAIA GRANDE,7230A,VALLESUL TRANSPORTES E TURISMO LTDA,REGISTRO - SANTOS,Rodoviária Litorânea
MIRACATU,REGISTRO,5389A,VALLESUL TRANSPORTES E TURISMO LTDA,PERUIBE - ELDORADO,Rodoviária Litorânea
MIRACATU,REGISTRO,6419A,VALLESUL TRANSPORTES E TURISMO LTDA,SÃO PAULO(BARRA FUNDA) - CANANEIA,Rodoviária Litorânea
MIRACATU,REGISTRO,7230A,VALLESUL TRANSPORTES E TURISMO LTDA,REGISTRO - SANTOS,Rodoviária Litorânea
MIRACATU,REGISTRO,8163A,VALLESUL TRANSPORTES E TURISMO LTDA,SÃO PAULO(BARRA FUNDA) - REGISTRO,Rodoviária Convencional
MIRACATU,REGISTRO,8164A,VALLESUL TRANSPORTES E TURISMO LTDA,SÃO PAULO(BARRA FUNDA) - CAJATI,Rodoviária Convencional
MIRACATU,REGISTRO,8165A,VALLESUL TRANSPORTES E TURISMO LTDA,REGISTRO - MIRACATU,Semiurbana
MIRACATU,SANTOS,5614A,VALLESUL TRANSPORTES E TURISMO LTDA,ILHA COMPRIDA - SANTOS,Rodoviária Litorânea
MIRACATU,SANTOS,7230A,VALLESUL TRANSPORTES E TURISMO LTDA,REGISTRO - SANTOS,Rodoviária Litorânea
MIRACATU,SÃO PAULO,6419A,VALLESUL TRANSPORTES E TURISMO LTDA,SÃO PAULO(BARRA FUNDA) - CANANEIA,Rodoviária Litorânea
MIRACATU,SÃO PAULO,6421A,VALLESUL TRANSPORTES E TURISMO LTDA,SÃO PAULO(BARRA FUNDA) - ILHA COMPRIDA,Rodoviária Litorânea
MIRACATU,SÃO PAULO,8163A,VALLESUL TRANSPORTES E TURISMO LTDA,SÃO PAULO(BARRA FUNDA) - REGISTRO,Rodoviária Convencional
MIRACATU,SÃO PAULO,8164A,VALLESUL TRANSPORTES E TURISMO LTDA,SÃO PAULO(BARRA FUNDA) - CAJATI,Rodoviária Convencional
MIRACATU,SÃO VICENTE,5614A,VALLESUL TRANSPORTES E TURISMO LTDA,ILHA COMPRIDA - SANTOS,Rodoviária Litorânea
MIRANDÓPOLIS,MURUTINGA DO SUL,6585A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,MIRANDOPOLIS - ANDRADINA,Semiurbana
MIRANDÓPOLIS,PACAEMBU,4364A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,ARACATUBA - DRACENA,Rodoviária Convencional
MIRANDÓPOLIS,PENÁPOLIS,6584A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - ILHA SOLTEIRA,Rodoviária Convencional
MIRANDÓPOLIS,PENÁPOLIS,8083A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,ANDRADINA - SAO JOSE DO RIO PRETO,Rodoviária Convencional
MIRANDÓPOLIS,PENÁPOLIS,8225A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,ANDRADINA - RIBEIRAO PRETO,Rodoviária Convencional
MIRANDÓPOLIS,PEREIRA BARRETO,6962A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,ARACATUBA - ILHA SOLTEIRA,Rodoviária Convencional
MIRANDÓPOLIS,PIRAJUÍ,6584A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - ILHA SOLTEIRA,Rodoviária Convencional
MIRANDÓPOLIS,RIBEIRÃO PRETO,8225A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,ANDRADINA - RIBEIRAO PRETO,Rodoviária Convencional
MIRANDÓPOLIS,RIO CLARO,8509A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,ANDRADINA - CAMPINAS,Rodoviária Convencional
MIRANDÓPOLIS,RIO CLARO,8509E,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,ANDRADINA - CAMPINAS,Rodoviário Executivo
MIRANDÓPOLIS,RUBIÁCEA,4364A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,ARACATUBA - DRACENA,Rodoviária Convencional
MIRANDÓPOLIS,SÃO JOSÉ DO RIO PRETO,8083A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,ANDRADINA - SAO JOSE DO RIO PRETO,Rodoviária Convencional
MIRANDÓPOLIS,SÃO PAULO,6899A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - ILHA SOLTEIRA,Rodoviária Convencional
MIRANDÓPOLIS,SÃO PAULO,6899L,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - ANDRADINA,Rodoviário Leito
MIRANDÓPOLIS,SÃO PAULO,8044A,VIAÇÃO PIRACICABANA S/A,SÃO PAULO(BARRA FUNDA) - ANDRADINA,Rodoviária Convencional
MIRANDÓPOLIS,SÃO PAULO,8044E,VIAÇÃO PIRACICABANA S/A,SÃO PAULO(BARRA FUNDA) - ANDRADINA,Rodoviário Executivo
MIRANDÓPOLIS,TAQUARITINGA,8225A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,ANDRADINA - RIBEIRAO PRETO,Rodoviária Convencional
MIRANDÓPOLIS,VALPARAÍSO,6556A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,ARACATUBA - ILHA SOLTEIRA,Rodoviária Convencional
MIRANDÓPOLIS,VALPARAÍSO,6584A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - ILHA SOLTEIRA,Rodoviária Convencional
MIRANDÓPOLIS,VALPARAÍSO,6899A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - ILHA SOLTEIRA,Rodoviária Convencional
MIRANDÓPOLIS,VALPARAÍSO,6899L,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - ANDRADINA,Rodoviário Leito
MIRANDÓPOLIS,VALPARAÍSO,8083A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,ANDRADINA - SAO JOSE DO RIO PRETO,Rodoviária Convencional
MIRANDÓPOLIS,VALPARAÍSO,8225A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,ANDRADINA - RIBEIRAO PRETO,Rodoviária Convencional
MIRANDÓPOLIS,VALPARAÍSO,8436A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,ARACATUBA - ANDRADINA,Rodoviária Convencional
MIRANDÓPOLIS,VALPARAÍSO,4364A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,ARACATUBA - DRACENA,Rodoviária Convencional
MIRANDÓPOLIS,VALPARAÍSO,6585A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,MIRANDOPOLIS - ANDRADINA,Semiurbana
MIRANDÓPOLIS,VALPARAÍSO,6962A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,ARACATUBA - ILHA SOLTEIRA,Rodoviária Convencional
MIRANDÓPOLIS,VALPARAÍSO,8824A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,ARACATUBA - MIRANDOPOLIS,Semiurbana
MIRANTE DO PARANAPANEMA,OSASCO,8618A,EMPRESA DE TRANSPORTES ANDORINHA S/A,ROSANA - SANTO ANDRE,Rodoviária Convencional
MIRANTE DO PARANAPANEMA,PARDINHO,8618A,EMPRESA DE TRANSPORTES ANDORINHA S/A,ROSANA - SANTO ANDRE,Rodoviária Convencional
MIRANTE DO PARANAPANEMA,PIRAPOZINHO,6540A,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE PRUDENTE - TEODORO SAMPAIO,Semiurbana
MIRANTE DO PARANAPANEMA,PIRAPOZINHO,8618A,EMPRESA DE TRANSPORTES ANDORINHA S/A,ROSANA - SANTO ANDRE,Rodoviária Convencional
MIRANTE DO PARANAPANEMA,PIRAPOZINHO,8620A,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE PRUDENTE - MIRANTE PARANAPANEMA,Rodoviária Convencional
MIRANTE DO PARANAPANEMA,PRESIDENTE PRUDENTE,6540A,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE PRUDENTE - TEODORO SAMPAIO,Semiurbana
MIRANTE DO PARANAPANEMA,PRESIDENTE PRUDENTE,8618A,EMPRESA DE TRANSPORTES ANDORINHA S/A,ROSANA - SANTO ANDRE,Rodoviária Convencional
MIRANTE DO PARANAPANEMA,PRESIDENTE PRUDENTE,8620A,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE PRUDENTE - MIRANTE PARANAPANEMA,Rodoviária Convencional
MIRANTE DO PARANAPANEMA,ROSANA,8618A,EMPRESA DE TRANSPORTES ANDORINHA S/A,ROSANA - SANTO ANDRE,Rodoviária Convencional
MIRANTE DO PARANAPANEMA,ROSANA,8620A,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE PRUDENTE - MIRANTE PARANAPANEMA,Rodoviária Convencional
MIRANTE DO PARANAPANEMA,SANTO ANDRÉ,8618A,EMPRESA DE TRANSPORTES ANDORINHA S/A,ROSANA - SANTO ANDRE,Rodoviária Convencional
MIRANTE DO PARANAPANEMA,SÃO PAULO,8618A,EMPRESA DE TRANSPORTES ANDORINHA S/A,ROSANA - SANTO ANDRE,Rodoviária Convencional
MIRANTE DO PARANAPANEMA,TARABAI,8620A,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE PRUDENTE - MIRANTE PARANAPANEMA,Rodoviária Convencional
MIRANTE DO PARANAPANEMA,TEODORO SAMPAIO,6540A,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE PRUDENTE - TEODORO SAMPAIO,Semiurbana
MIRANTE DO PARANAPANEMA,TEODORO SAMPAIO,8618A,EMPRESA DE TRANSPORTES ANDORINHA S/A,ROSANA - SANTO ANDRE,Rodoviária Convencional
MIRANTE DO PARANAPANEMA,TEODORO SAMPAIO,8620A,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE PRUDENTE - MIRANTE PARANAPANEMA,Rodoviária Convencional
MIRASSOL,MONTE APRAZÍVEL,4721A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - MONTE APRAZIVEL,Semiurbana
MIRASSOL,MONTE APRAZÍVEL,0577A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - NHANDEARA,Semiurbana
MIRASSOL,MONTE APRAZÍVEL,5806A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
MIRASSOL,MONTE APRAZÍVEL,5806L,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
MIRASSOL,MONTE APRAZÍVEL,7832A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - RIBEIRAO PRETO,Rodoviária Convencional
MIRASSOL,MONTE APRAZÍVEL,8725A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - MACAUBAL,Semiurbana
MIRASSOL,MONTE APRAZÍVEL,8725B,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - MACAUBAL,Semiurbana
MIRASSOL,MONTE APRAZÍVEL,0935A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - ILHA SOLTEIRA,Rodoviária Convencional
MIRASSOL,NEVES PAULISTA,4720A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - NEVES PAULISTA,Semiurbana
MIRASSOL,NEVES PAULISTA,4720B,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - NEVES PAULISTA,Semiurbana
MIRASSOL,NEVES PAULISTA,4721A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - MONTE APRAZIVEL,Semiurbana
MIRASSOL,NEVES PAULISTA,0577A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - NHANDEARA,Semiurbana
MIRASSOL,NEVES PAULISTA,7832A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - RIBEIRAO PRETO,Rodoviária Convencional
MIRASSOL,NEVES PAULISTA,8725A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - MACAUBAL,Semiurbana
MIRASSOL,NEVES PAULISTA,8725B,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - MACAUBAL,Semiurbana
MIRASSOL,NEVES PAULISTA,0935A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - ILHA SOLTEIRA,Rodoviária Convencional
MIRASSOL,NEVES PAULISTA,9440A,TRANSPORTE COLETIVO CÉLICO EIRELI,NIPOÃ - SAO JOSE DO RIO PRETO,Semiurbana
MIRASSOL,NHANDEARA,0577A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - NHANDEARA,Semiurbana
MIRASSOL,NHANDEARA,5806A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
MIRASSOL,NHANDEARA,5806L,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
MIRASSOL,NHANDEARA,7832A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - RIBEIRAO PRETO,Rodoviária Convencional
MIRASSOL,NHANDEARA,8725A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - MACAUBAL,Semiurbana
MIRASSOL,NHANDEARA,0935A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - ILHA SOLTEIRA,Rodoviária Convencional
MIRASSOL,NIPOÃ,4720A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - NEVES PAULISTA,Semiurbana
MIRASSOL,NIPOÃ,9440A,TRANSPORTE COLETIVO CÉLICO EIRELI,NIPOÃ - SAO JOSE DO RIO PRETO,Semiurbana
MIRASSOL,NOVA ODESSA,8463B,EXPRESSO ITAMARATI S/A,SANTA FE DO SUL - CAMPINAS,Rodoviária Convencional
MIRASSOL,OLÍMPIA,7832A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - RIBEIRAO PRETO,Rodoviária Convencional
MIRASSOL,OSASCO,4889A,EXPRESSO ITAMARATI S/A,SAO PAULO - SANTA FE DO SUL,Rodoviária Convencional
MIRASSOL,OSASCO,4889E,EXPRESSO ITAMARATI S/A,SAO BERNARDO DO CAMPO - SANTA FE DO SUL,Rodoviário Executivo
MIRASSOL,OSASCO,4889L,EXPRESSO ITAMARATI S/A,SAO BERNARDO DO CAMPO - SANTA FE DO SUL,Rodoviário Leito
MIRASSOL,OUROESTE,4889B,EXPRESSO ITAMARATI S/A,SAO PAULO - SANTA FE DO SUL,Rodoviária Convencional
MIRASSOL,PALMARES PAULISTA,7831A,EXPRESSO ITAMARATI S/A,SANTA FE DO SUL - RIBEIRAO PRETO,Rodoviária Convencional
MIRASSOL,PALMEIRA D'OESTE,8463B,EXPRESSO ITAMARATI S/A,SANTA FE DO SUL - CAMPINAS,Rodoviária Convencional
MIRASSOL,PARANAPUÃ,4889B,EXPRESSO ITAMARATI S/A,SAO PAULO - SANTA FE DO SUL,Rodoviária Convencional
MIRASSOL,PARAPUÃ,6781A,TRANSPORTE COLETIVO CÉLICO EIRELI,TUPA - SAO JOSE DO RIO PRETO,Rodoviária Convencional
MIRASSOL,PENÁPOLIS,6781A,TRANSPORTE COLETIVO CÉLICO EIRELI,TUPA - SAO JOSE DO RIO PRETO,Rodoviária Convencional
MIRASSOL,PEREIRA BARRETO,5806A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
MIRASSOL,PEREIRA BARRETO,5806L,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
MIRASSOL,PEREIRA BARRETO,7832A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - RIBEIRAO PRETO,Rodoviária Convencional
MIRASSOL,PEREIRA BARRETO,0935A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - ILHA SOLTEIRA,Rodoviária Convencional
MIRASSOL,POLONI,0577A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - NHANDEARA,Semiurbana
MIRASSOL,POLONI,5806A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
MIRASSOL,POLONI,5806L,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
MIRASSOL,POLONI,7832A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - RIBEIRAO PRETO,Rodoviária Convencional
MIRASSOL,POLONI,8725A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - MACAUBAL,Semiurbana
MIRASSOL,POLONI,8725B,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - MACAUBAL,Semiurbana
MIRASSOL,POLONI,0935A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - ILHA SOLTEIRA,Rodoviária Convencional
